country_name,channel_name,fiscal_year,constant_amount
Jordan,Hussein Atieh & Sons Co.,2018,18000000
Lebanon,United Nations Relief and Works Agency,2010,20635103
Kyrgyzstan,U.S. Government - Other,1993,28823058
Malawi,World Food Program,2017,18389865
Libya,"Chemonics International, Inc.",2017,18389865
Libya,"Chemonics International, Inc.",2019,17641870
Morocco,U.S. Government - Other,1985,36452005
Mexico,U.S. Government - Other,1964,113996200
Mali,U.S. Government - Other,1985,36452005
Sierra Leone,U.S. Government - Millennium Challenge Corporation,2016,18722696
Syria,NGO - United States Redacted,2019,17641870
Sudan (former),United Nations Office of the United Nations High Commissioner for Refugees,2005,22779043
Spain,U.S. Government - Other,1962,116807268
South Sudan,United Nations Office of the United Nations High Commissioner for Refugees,2014,19124522
Sudan,Church and Faith Based - United States Redacted,2018,18000000
Sudan,Church and Faith Based - United States Redacted,2019,17641870
Egypt,World Food Program,2019,17641870
Tunisia,U.S. Government - Department of Defense,2010,20635103
Tunisia,U.S. Government - Department of Defense,2010,20635103
Marshall Islands,Government of Marshall Islands,2014,19124522
Marshall Islands,Government of Marshall Islands,2014,19124522
Pakistan,U.S. Government - Other,1961,117955439
Nepal,U.S. Government - Department of Defense,2016,18722696
Nepal,U.S. Government - Department of Defense,2016,18722696
World,FHI 360,2012,19854401
World,U.S. Government - Department of State,1998,26311943
World,International Fund for Agricultural Development,2009,20811655
World,International Fund for Agricultural Development,2018,18000000
World,International Fund for Agricultural Development,2009,20811655
World,International Fund for Agricultural Development,2017,18389865
World,International Fund for Agricultural Development,2017,18389865
World,United Nations Office of the United Nations High Commissioner for Refugees,2015,18895654
World,Forum Fisheries Agency,2007,21487406
World,Forum Fisheries Agency,2007,21487406
Oceania Region,Forum Fisheries Agency,2011,20229265
Oceania Region,Forum Fisheries Agency,2011,20229265
Oceania Region,Forum Fisheries Agency,2008,21052632
Oceania Region,Forum Fisheries Agency,2009,20811655
Oceania Region,Forum Fisheries Agency,2010,20635103
Oceania Region,Forum Fisheries Agency,2009,20811655
Oceania Region,Forum Fisheries Agency,2008,21052632
Oceania Region,Forum Fisheries Agency,2010,20635103
Southern Asia Region,United Nations Office of the United Nations High Commissioner for Refugees,2004,23474178
Latin America and Caribbean Region,"Inter-American Development Bank Ordinary Capital, Inter-American Investment Corporation and Multilateral Investment Fund",2002,24476475
Latin America and Caribbean Region,"Inter-American Development Bank Ordinary Capital, Inter-American Investment Corporation and Multilateral Investment Fund",2002,24476475
Sub-Saharan Africa Region,U.S. Government - U.S. Agency for International Development,2000,25452489
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2018,18000000
World,U.S. Government - U.S. Agency for International Development,2009,20808285
Dominican Republic,U.S. Government - Other,1990,31308281
Europe and Eurasia Region,U.S. Government - Department of Defense,2010,20630312
Iraq,International Organisation for Migration,2018,17994198
World,U.S. Government - Peace Corps,2011,20217110
Micronesia (Federated States),Government of Micronesia (Federated States),2017,18378627
Jordan,"Chemonics International, Inc.",2005,22763699
Philippines,U.S. Government - Millennium Challenge Corporation,2013,19480993
Canada,Ducks Unlimited,2009,20795023
Canada,Ducks Unlimited,2009,20795023
Kenya,World Food Program,2019,17626955
Kenya,World Food Program,2019,17626955
Georgia,U.S. Government - Department of Defense,2015,18873692
Namibia,U.S. Government - Department of Health and Human Services,2009,20785489
Niger,World Food Program,2019,17618253
Niger,World Food Program,2019,17618253
Tanzania,Elizabeth Glaser Pediatric AIDS Foundation,2019,17617968
Taiwan,U.S. Government - Department of Energy,2009,20780980
Laos,World Food Program,2017,18361742
"Asia, Middle East and North Africa Region",United Nations Office of the United Nations High Commissioner for Refugees,2006,22035561
"Korea, Democratic Republic",U.S. Government - Department of State,2007,21449645
South Africa,Pact World,2008,21011670
El Salvador,Enterprise - Non United States Other,2003,23975804
Syria,"Chemonics International, Inc.",2017,18341999
Egypt,Government of Egypt,2004,23404882
Sub-Saharan Africa Region,"Tetra Tech, Inc.",2016,18666958
Iraq,America's Development Foundation,2005,22709884
Afghanistan,NGO - United States Other,2011,20166049
Afghanistan,NGO - United States Other,2011,20166049
Uganda,NGO - United States Redacted,2015,18834494
Syria,Multilateral Organizations - Redacted,2016,18660287
Syria,Multilateral Organizations - Redacted,2017,18328566
World,United Nations Office of the United Nations High Commissioner for Refugees,2009,20742282
World,U.S. Government - Department of Defense,1972,84573314
Palau,Government of Palau,2011,20151199
World,"Chemonics International, Inc.",2019,17571955
Iraq,U.S. Government - Department of the Army,2005,22685120
World,National Endowment for Democracy,2011,20138533
World,National Endowment for Democracy,2011,20138533
Egypt,U.S. Government - Other,1982,40527030
West Bank/Gaza,U.S. Government - Department of State,2013,19403845
Iraq,"Berger Group Holdings, Inc.",2009,20712075
India,U.S. Government - U.S. Agency for International Development,1994,28069268
World,U.S. Government - Department of Agriculture,2002,24353496
Iraq,"Wamar International, LLC",2006,21960883
Tunisia,U.S. Government - Department of Defense,2017,18292808
World,Enterprise - United States Other,2004,23344208
Russia,U.S. Government - Department of Energy,2004,23343766
Greece,U.S. Government - Other,1957,126056338
Philippines,U.S. Government - Other,1953,136745607
Europe Region,NGO - International Other,2001,24730589
Somalia,Multilateral - United Nations Organization Redacted,2019,17538496
Indonesia,U.S. Government - Millennium Challenge Corporation,2017,18278135
Ghana,FHI 360,2016,18608721
World,Joint United Nations Programme on HIV/AIDS,2003,23888370
Afghanistan,U.S. Government - Department of Defense,2013,19373161
South Africa,Pact World,2009,20679595
Afghanistan,Enterprise - United States Other,2006,21932102
Afghanistan,"Berger Group Holdings, Inc.",2011,20100395
Ecuador,U.S. Government - Department of Defense,2004,23324204
Ecuador,U.S. Government - Department of Defense,2004,23324204
West Bank/Gaza,International Relief and Development,2008,20915623
World,Enterprise - United States Other,2005,22629065
Afghanistan,Afghanistan Reconstruction Trust Fund,2016,18599285
Afghanistan,Afghanistan Reconstruction Trust Fund,2016,18599285
Kosovo,U.S. Government - Department of State,2015,18766699
Afghanistan,"Development Alternatives, Inc.",2014,18982749
World,John Snow International,2014,18981135
Afghanistan,"Development Alternatives, Inc.",2008,20893275
World,World Health Organisation,2014,18976734
World,U.S. Government - General Services Administration,2019,17498719
Indonesia,U.S. Government - Millennium Challenge Corporation,2018,17853290
Chad,United Nations Office of the United Nations High Commissioner for Refugees,2005,22589218
World,U.S. Government - Other,1978,55729004
South Africa,BroadReach Corporation,2011,20056997
Israel,U.S. Government - Department of the Army,1999,25756242
Ethiopia,U.S. Government - Department of State,2011,20055094
Kenya,U.S. Government - Other,1994,27961135
Canada,Ducks Unlimited,2010,20452696
Canada,Ducks Unlimited,2010,20452696
Somalia,U.S. Government - Other,1987,34560248
Sub-Saharan Africa Region,U.S. Government - Department of State,2015,18727446
Mexico,U.S. Government - Department of State,2009,20623824
Tanzania,Creative Associates International,2011,20046078
Asia Region,U.S. Government - Other,1980,47393037
South Africa,University of the Witwatersrand,2017,18217749
World,U.S. Government - Peace Corps,2013,19310965
Spain,U.S. Government - Department of Energy,2011,20037897
Pakistan,Government of Pakistan,2016,18544811
Rwanda,U.S. Government - U.S. Agency for International Development,1996,26852237
World,U.S. Government - Department of State,2006,21854169
World,"Advanced Information Network Systems, Inc.",2011,20028030
World,"Pfizer, Inc.",2006,21851625
Haiti,Global Communities,2011,20022375
Tanzania,Jhpiego Corporation,2017,18200743
Afghanistan,"ARD, Inc.",2009,20597236
World,FHI 360,2005,22536191
World,NGO - United States Other,2019,17452173
World,International Organisation for Migration,2004,23213785
Bolivia,U.S. Government - Other,1964,112729576
West Bank/Gaza,Global Communities,2012,19633797
Congo (Kinshasa),International Committee of the Red Cross,2018,17800000
India,U.S. Government - Other,1957,125352113
Iraq,International Emergency,2003,23768193
Iraq,International Emergency,2003,23768193
Spain,U.S. Government - Other,1957,125352113
Eastern Europe Region,Multilateral Organizations - Redacted,2000,25169683
Taiwan,U.S. Government - Department of Energy,2010,20403766
Mozambique,Health Alliance International,2009,20574633
Sudan (former),World Food Program,2006,21818639
Sudan (former),World Food Program,2006,21818639
World,U.S. Conference of Catholic Bishops,2019,17438108
Iraq,"CH2M HILL, Inc.",2007,21231945
World,U.S. Government - Peace Corps,2013,19260306
Burma (Myanmar),Pact World,2013,19258345
Thailand,U.S. Government - Other,1984,37204436
South Africa,Right to Care (South Africa),2016,18489667
Kyrgyzstan,U.S. Government - Department of State,2016,18486842
World,NGO - United States Other,2019,17413657
Rwanda,"Chemonics International, Inc.",2019,17412880
Pakistan,Government of Pakistan,2019,17412526
Iraq,"Weston Solutions, Inc.",2005,22482741
Iraq,"Symbion Power, LLC",2006,21784120
Iraq,Enterprise - Non United States Other,2007,21203295
Russia,U.S. Government - Department of Energy,2011,19955029
Zimbabwe,Management Sciences for Health,2005,22462668
World,U.S. Government - National Aeronautics and Space Administration,2010,20348504
World,U.S. Government - General Services Administration,2019,17393753
World,U.S. Government - General Services Administration,2019,17393753
Ethiopia,World Food Program,2018,17742801
Micronesia (Federated States),Government of Micronesia (Federated States),2008,20750291
Micronesia (Federated States),Government of Micronesia (Federated States),2008,20750291
Tanzania,RTI International,2017,18125007
Afghanistan,United Nations Development Programme,2008,20748538
Iraq,International Committee of the Red Cross,2013,19213690
Sub-Saharan Africa Region,International Committee of the Red Cross,2013,19213690
World,U.S. Government - Department of Health and Human Services,2006,21752110
World,U.S. Government - Department of Defense,1971,87580247
Kenya,Moi Teaching and Referral Hospital,2014,18837136
Namibia,U.S. Government - Millennium Challenge Corporation,2009,20496449
Burundi,U.S. Government - Department of Defense,2012,19551332
Burundi,U.S. Government - Department of Defense,2012,19551332
Jordan,"Chemonics International, Inc.",2006,21734885
Mali,U.S. Government - Other,1985,35893074
World,CRDF Global,2012,19544591
World,CRDF Global,2012,19544591
Jordan,"Development Alternatives, Inc.",2014,18823875
Lesotho,U.S. Government - Department of Health and Human Services,2017,18100716
